id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,long,lat,geometry
291,Palermo Suites Buenos Aires Apartments,Fray Justo Santamaria De Oro 2529,5197-5800,reservas@palermosuites.net,,Apart 2 Estrellas,Fray Justo Santamaria De Oro,2529,Fray Justo Santamaria De Oro 2529,-58.42395741467006,-34.57892252744989,POINT (-58.42395741467006 -34.57892252744989)
293,Palo Santo Hotel,Bonpland 2275,5280-6100,info@palosantohotel.com,,Registro de Prestadores-Boutique,Bonpland,2275,Bonpland 2275,-58.43217726714617,-34.57891834660531,POINT (-58.43217726714617 -34.57891834660531)
294,Paname,Godoy Cruz 2774,4771-4041,reservas@panamehotel.com.ar,,2 Estrellas,Godoy Cruz,2774,Godoy Cruz 2774,-58.424661030063696,-34.57792219623561,POINT (-58.424661030063696 -34.57792219623561)
304,Play Hostel Arcos,Charcas 4752,4773-0806,info@hostelsuitespalermo.com,,Registro de Prestadores,Charcas,4752,Charcas 4752,-58.4267103301493,-34.581079554470726,POINT (-58.4267103301493 -34.581079554470726)
305,Play Hostel Soho,Guatemala 4636,4832-4257,info@playhostel.com,,Registro de Prestadores,Guatemala,4636,Guatemala 4636,-58.42397397426539,-34.58679322681063,POINT (-58.42397397426539 -34.58679322681063)
320,Rendez Vous Hotel,Bonpland 1484,3964-5222,info@rendezvoushotel.com.ar,,Registro de Prestadores-Boutique,Bonpland,1484,Bonpland 1484,-58.439441151998146,-34.58509881483707,POINT (-58.439441151998146 -34.58509881483707)
324,Rich,Bulnes 1247,4963-4963,hotelgransarmiento@gmail.com,,Hospedaje A,Bulnes,1247,Bulnes 1247,-58.41707667853811,-34.59727884432327,POINT (-58.41707667853811 -34.59727884432327)
357,The Glu Hotel,Godoy Cruz 1733,4831-4646,info@thegluhotel.com,,Apart 2 Estrellas,Godoy Cruz,1733,Godoy Cruz 1733,-58.43355755197459,-34.587317205284435,POINT (-58.43355755197459 -34.587317205284435)
359,Torre Cristoforo Colombo Suites,Fray Justo Santamaria De Oro 2747,4778-4945,reservas@hotelcc.com.ar,,Apart 1 Estrella,Fray Justo Santamaria De Oro,2747,Fray Justo Santamaria De Oro 2747,-58.421892187462625,-34.5767071956783,POINT (-58.421892187462625 -34.5767071956783)
37,Astur,Avellaneda 371,4982-9515,,,Hospedaje B,Avellaneda,371,Avellaneda 371,-58.4357262159266,-34.613142102687256,POINT (-58.4357262159266 -34.613142102687256)
275,Noemi,Diaz Velez Av. 5075,4982-8201,,,Hospedaje B,Diaz Velez Av.,5075,Diaz Velez Av. 5075,-58.438342880362775,-34.608740360493734,POINT (-58.438342880362775 -34.608740360493734)
302,Pinot,Diaz Velez Av. 5069,4962-2747,,,Hospedaje B,Diaz Velez Av.,5069,Diaz Velez Av. 5069,-58.43826209037129,-34.608740065063486,POINT (-58.43826209037129 -34.608740065063486)
85,Culpina,Culpina 553,4611-0573,,,Hospedaje B,Culpina,553,Culpina 553,-58.4640878706318,-34.636508649641385,POINT (-58.4640878706318 -34.636508649641385)
165,Hotel La Paz,Estado Plurinacional De Bolivia 561,4613-9032,,,Registro de Prestadores,Estado Plurinacional De Bolivia,561,Estado Plurinacional De Bolivia 561,-58.46777941372025,-34.62436029762004,POINT (-58.46777941372025 -34.62436029762004)
313,Real Splendid,"Falcon, Ramon L.,Cnel. 2799",4611-4610,,,2 Estrellas,"Falcon, Ramon L.,Cnel.",2799,"Falcon, Ramon L.,Cnel. 2799",-58.46767455784717,-34.63168085791931,POINT (-58.46767455784717 -34.63168085791931)
335,San Julián,"Aranguren, Juan F., Dr. 2528",4611-8607,,,Hospedaje A,"Aranguren, Juan F., Dr.",2528,"Aranguren, Juan F., Dr. 2528",-58.46702393553647,-34.6237003999212,POINT (-58.46702393553647 -34.6237003999212)
336,San Remo,Directorio Av. 2449,4612-9751,info@sanremoflores.com,,Hospedaje B,Directorio Av.,2449,Directorio Av. 2449,-58.46146854337292,-34.63365782843615,POINT (-58.46146854337292 -34.63365782843615)
338,Santa Cruz,Bogota 2858,4611-2133,,,Hospedaje B,Bogota,2858,Bogota 2858,-58.470510515225605,-34.62729474082646,POINT (-58.470510515225605 -34.62729474082646)
350,Soutullo,Bogota 2519,4612-9406,,,Hospedaje A,Bogota,2519,Bogota 2519,-58.465972287771336,-34.62574290495064,POINT (-58.465972287771336 -34.62574290495064)
105,Ensenada,Ensenada 134,4672-2547,,,Hospedaje B,Ensenada,134,Ensenada 134,-58.47809705474819,-34.63473632914955,POINT (-58.47809705474819 -34.63473632914955)
247,Mary Sil,Estado Plurinacional De Bolivia 1151,4581-9005,,,Hospedaje B,Estado Plurinacional De Bolivia,1151,Estado Plurinacional De Bolivia 1151,-58.470691834901174,-34.61789233545972,POINT (-58.470691834901174 -34.61789233545972)
266,Nazarre,Nazarre 3150,4501-2019,,,Hospedaje B,Nazarre,3150,Nazarre 3150,-58.49417768758132,-34.60202974528739,POINT (-58.49417768758132 -34.60202974528739)
208,Ker Urban Urquiza,Diaz Colodrero 2513,5353-9232 / 9233,reservasurquiza@kerhoteles.com.ar,,Apart 2 Estrellas,Diaz Colodrero,2513,Diaz Colodrero 2513,-58.48615840855695,-34.572875848845946,POINT (-58.48615840855695 -34.572875848845946)
231,Litoral,Corrientes Av. 6891,4554-5493,,,Hospedaje A,Corrientes Av.,6891,Corrientes Av. 6891,-58.454961878234734,-34.586980414431906,POINT (-58.454961878234734 -34.586980414431906)
296,Paris,"Alvarez, Donato, Tte. Gral. Av. 2141",4581-0400,,,Hospedaje A,"Alvarez, Donato, Tte. Gral. Av.",2141,"Alvarez, Donato, Tte. Gral. Av. 2141",-58.465008228890206,-34.60235417858954,POINT (-58.465008228890206 -34.60235417858954)
360,Torre Hotel,Olleros 4186,4552-6034/6126,info@torre-hotel.com.ar,,3 Estrellas,Olleros,4186,Olleros 4186,-58.453762229235075,-34.587337526312545,POINT (-58.453762229235075 -34.587337526312545)
